Name,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,Region,City,State-Province,CategoryName,ItemCost,NumberofItem
Caleb,1974-02-20,M,M,caleb30@adventure-works.com,70000,South,Fremont,California,,2.29,17
Ethan,1974-03-18,M,M,ethan40@adventure-works.com,80000,West,Woodland Hills,California,,4.99,36
Spencer,1971-06-24,S,M,spencer18@adventure-works.com,40000,East,Salem,Oregon,,8.99,21
Caleb,1971-04-18,S,M,caleb5@adventure-works.com,50000,East,Newton,British Columbia,,21.98,57
William,1971-08-17,M,M,william26@adventure-works.com,50000,South,Cliffside,British Columbia,,9.99,48
Grace,1971-05-19,S,F,grace39@adventure-works.com,50000,West,Concord,California,,4.99,7
Carson,1970-11-06,M,M,carson1@adventure-works.com,60000,South,Burien,Washington,,2.29,84
Jennifer,1970-02-27,S,F,jennifer34@adventure-works.com,60000,East,Corvallis,Oregon,,3.99,44
Elijah,1970-08-20,M,M,elijah38@adventure-works.com,70000,South,N. Vancouver,British Columbia,,24.99,72
Angela,1970-04-19,S,F,angela13@adventure-works.com,70000,West,Woodland Hills,California,,2.29,55
Mariah,1973-08-06,M,F,mariah1@adventure-works.com,60000,East,Haney,British Columbia,,24.99,33
Jordan,1973-02-03,M,M,jordan53@adventure-works.com,60000,East,N. Vancouver,British Columbia,,3.99,60
Ethan,1973-05-18,M,M,ethan21@adventure-works.com,60000,South,Oak Bay,British Columbia,,34.99,98
Connor,1973-05-23,M,M,connor16@adventure-works.com,70000,West,Port Orchard,Washington,,4.99,93
Faith,1973-01-17,S,F,faith1@adventure-works.com,70000,South,Tacoma,Washington,,24.99,2
Jennifer,1973-08-27,M,F,jennifer51@adventure-works.com,70000,East,Woodburn,Oregon,,3.99,14
Brianna,1973-10-25,M,F,brianna15@adventure-works.com,70000,South,Yakima,Washington,,34.99,93
Bailey,1973-03-16,M,F,bailey25@adventure-works.com,70000,West,Burlingame,California,,21.49,8
Kelli,1969-08-21,S,F,kelli28@adventure-works.com,40000,East,Burien,Washington,,4.99,43
Thomas,1969-08-16,S,M,thomas72@adventure-works.com,50000,East,Langley,British Columbia,,2.29,93
Faith,1969-03-09,M,F,faith6@adventure-works.com,50000,South,Marysville,Washington,,4.99,79
Martin,1969-04-19,M,M,martin4@adventure-works.com,50000,West,Cliffside,British Columbia,,9.99,95
Jaclyn,1969-09-06,M,F,jaclyn18@adventure-works.com,50000,South,Coronado,California,,53.99,35
Cameron,1969-07-17,M,M,cameron19@adventure-works.com,50000,East,Puyallup,Washington,,21.98,96
Arianna,1969-05-25,M,F,arianna43@adventure-works.com,50000,South,Edmonds,Washington,,34.99,80
Christian,1969-03-20,M,M,christian40@adventure-works.com,50000,West,Palo Alto,California,,1700.99,66
Katherine,1969-10-19,M,F,katherine11@adventure-works.com,50000,East,Woodland Hills,California,,539.99,74
Richard,1968-04-20,S,M,richard15@adventure-works.com,40000,East,San Diego,California,,21.98,65
Olivia,1968-11-02,S,F,olivia13@adventure-works.com,40000,South,Corvallis,Oregon,,769.49,49
Anthony,1968-03-26,M,M,anthony16@adventure-works.com,60000,West,Burien,Washington,,69.99,91
Charles,1968-04-07,M,M,charles57@adventure-works.com,60000,South,Daly City,California,,8.99,91
Kaylee,1968-08-23,M,F,kaylee34@adventure-works.com,60000,East,Daly City,California,,2294.99,88
Alexandra,1968-06-03,M,F,alexandra84@adventure-works.com,60000,South,Oak Bay,British Columbia,,21.98,18
Wyatt,1968-08-15,M,M,wyatt50@adventure-works.com,60000,West,Concord,California,,2.29,59
Sydney,1968-05-22,M,F,sydney12@adventure-works.com,60000,East,West Covina,California,,1700.99,51
Spencer,1968-08-07,M,M,spencer21@adventure-works.com,60000,East,Walla Walla,Washington,,34.99,54
Luis,1967-06-05,M,M,luis17@adventure-works.com,70000,South,Lemon Grove,California,,53.99,78
Blake,1967-02-04,S,M,blake3@adventure-works.com,70000,West,Bremerton,Washington,,539.99,25
Ronnie,1967-10-13,S,M,ronnie11@adventure-works.com,70000,South,Burbank,California,,539.99,65
Keith,1967-09-08,M,M,keith20@adventure-works.com,70000,East,Concord,California,,3.99,92
Cedric,1967-11-23,M,M,cedric22@adventure-works.com,70000,South,Coronado,California,,21.49,9
Sean,1967-11-13,M,M,sean16@adventure-works.com,70000,West,Puyallup,Washington,,63.5,43
Julia,1967-10-03,M,F,julia51@adventure-works.com,70000,East,Vancouver,British Columbia,,539.99,85
Jose,1967-01-04,S,M,jose71@adventure-works.com,70000,East,San Gabriel,California,,21.98,91
Aidan,1967-11-27,S,M,aidan3@adventure-works.com,70000,South,Imperial Beach,California,,34.99,17
Zachary,1967-06-21,M,M,zachary16@adventure-works.com,70000,West,Newton,British Columbia,,742.35,14
Hannah,1967-06-24,M,F,hannah44@adventure-works.com,70000,South,Victoria,British Columbia,,49.99,43
Sara,1967-03-07,S,F,sara41@adventure-works.com,70000,East,Bellingham,Washington,,742.35,76
Jocelyn,1967-09-18,M,F,jocelyn9@adventure-works.com,60000,South,Vancouver,British Columbia,,63.5,67
Gabrielle,1967-06-25,M,F,gabrielle29@adventure-works.com,60000,West,Haney,British Columbia,,34.99,19
Allison,1967-07-28,M,F,allison7@adventure-works.com,60000,East,Mill Valley,California,,2384.07,79
Terry,1982-08-18,S,M,terry17@adventure-works.com,30000,East,Berlin,Saarland,,34.99,54
Orlando,1976-06-01,S,M,orlando7@adventure-works.com,10000,South,Roissy en Brie,Seine et Marne,,539.99,11
Kenneth,1976-08-16,S,M,kenneth16@adventure-works.com,20000,West,Stuttgart,Saarland,,8.99,69
Edwin,1976-02-27,S,M,edwin29@adventure-works.com,20000,South,Roubaix,Nord,,1120.49,47
Karl,1977-07-08,S,M,karl12@adventure-works.com,30000,East,Colomiers,Garonne (Haute),,8.99,62
Leslie,1977-07-04,M,F,leslie6@adventure-works.com,40000,South,Berlin,Nordrhein-Westfalen,,4.99,55
Crystal,1977-03-28,M,F,crystal2@adventure-works.com,40000,West,München,Nordrhein-Westfalen,,34.99,2
Christina,1977-09-11,M,F,christina18@adventure-works.com,40000,East,Bury,England,,539.99,30
Jessica,1977-04-03,M,F,jessica68@adventure-works.com,40000,East,Cheltenham,England,,8.99,72
Benjamin,1976-04-06,S,M,benjamin31@adventure-works.com,20000,South,Lille,Nord,,4.99,65
Nicolas,1976-10-24,S,M,nicolas9@adventure-works.com,30000,West,Roubaix,Nord,,34.99,50
Craig,1976-05-06,S,M,craig3@adventure-works.com,30000,South,Frankfurt am Main,Saarland,,2384.07,49
Jésus,1976-07-17,S,M,jésus12@adventure-works.com,30000,East,Paris,Seine (Paris),,34.99,54
Jada,1975-03-21,M,F,jada10@adventure-works.com,10000,South,Bottrop,Nordrhein-Westfalen,,7.95,44
Adriana,1975-02-10,S,F,adriana12@adventure-works.com,10000,West,Paris,Seine (Paris),,3.99,19
Valerie,1975-07-08,S,F,valerie19@adventure-works.com,20000,East,Suresnes,Hauts de Seine,,32.6,46
Cedric,1975-11-25,S,M,cedric34@adventure-works.com,20000,East,Bobigny,Seine Saint Denis,,2294.99,83
Alvin,1975-07-12,S,M,alvin26@adventure-works.com,20000,South,Milton Keynes,England,,2.29,54
Drew,1975-10-08,S,M,drew7@adventure-works.com,30000,West,Berkshire,England,,4.99,29
Ricky,1975-05-27,S,M,ricky12@adventure-works.com,30000,South,Salzgitter,Hessen,,24.49,36
Casey,1975-07-01,S,M,casey46@adventure-works.com,40000,East,Hannover,Nordrhein-Westfalen,,34.99,79
Katrina,1975-09-06,S,F,katrina18@adventure-works.com,40000,South,Bury,England,,24.99,42
Henry,1975-02-15,S,M,henry2@adventure-works.com,40000,West,York,England,,4.99,94
Mariah,1921-10-15,M,F,mariah5@adventure-works.com,10000,East,Roubaix,Nord,,2.29,57
Bailey,1978-07-17,S,F,bailey34@adventure-works.com,40000,East,Port Orchard,Washington,,32.6,75
Albert,1978-09-17,M,M,albert22@adventure-works.com,40000,South,Burlingame,California,,3.99,2
Sarah,1978-01-11,S,F,sarah6@adventure-works.com,50000,West,El Cajon,California,,54.99,86
Jesse,1934-12-17,S,M,jesse19@adventure-works.com,70000,South,San Gabriel,California,,7.95,4
Olivia,1935-02-04,M,F,olivia60@adventure-works.com,40000,East,Bellingham,Washington,,29.99,87
Samantha,1970-07-27,S,F,samantha12@adventure-works.com,60000,South,Cliffside,British Columbia,,4.99,70
Brandon,1970-09-02,S,M,brandon35@adventure-works.com,60000,West,Oak Bay,British Columbia,,34.99,71
Savannah,1970-11-06,S,F,savannah11@adventure-works.com,60000,East,Yakima,Washington,,53.99,11
Alyssa,1970-07-28,S,F,alyssa9@adventure-works.com,60000,East,Berkeley,California,,8.99,96
Bobby,1970-06-21,S,M,bobby4@adventure-works.com,60000,South,Berkeley,California,,32.6,36
Ethan,1970-10-06,M,M,ethan38@adventure-works.com,60000,West,Berkeley,California,,3.99,91
Gabrielle,1957-05-14,M,F,gabrielle18@adventure-works.com,10000,South,Edmonds,Washington,,34.99,7
Dalton,1957-10-19,M,M,dalton54@adventure-works.com,10000,East,Woodland Hills,California,,24.99,18
Tracy,1957-07-18,M,F,tracy2@adventure-works.com,20000,South,Concord,California,,4.99,43
Logan,1958-04-01,M,M,logan3@adventure-works.com,40000,West,Mill Valley,California,,34.99,92
Juan,1958-10-04,M,M,juan17@adventure-works.com,40000,East,Palo Alto,California,,29.99,63
Abigail,1959-07-08,M,F,abigail24@adventure-works.com,30000,East,Lake Oswego,Oregon,,4.99,62
Paige,1959-02-06,M,F,paige16@adventure-works.com,30000,South,Shawnee,British Columbia,,34.99,33
Paige,1959-09-11,M,F,paige38@adventure-works.com,30000,West,Victoria,British Columbia,,9.99,2
Charles,1959-04-26,M,M,charles21@adventure-works.com,40000,South,Seattle,Washington,,4.99,58
Warren,1960-10-10,M,M,warren40@adventure-works.com,30000,East,Chula Vista,California,,34.99,77
Haley,1961-12-08,M,F,haley6@adventure-works.com,30000,South,Burien,Washington,,63.5,43
Cassidy,1961-02-18,M,F,cassidy16@adventure-works.com,30000,West,Issaquah,Washington,,69.99,38
Andrea,1962-02-04,M,F,andrea2@adventure-works.com,40000,East,Everett,Washington,,49.99,58
Katherine,1962-10-09,S,F,katherine17@adventure-works.com,40000,East,Oregon City,Oregon,,69.99,68
Brittany,1962-11-05,M,F,brittany15@adventure-works.com,40000,South,Royal Oak,British Columbia,,53.99,9
Hailey,1962-11-11,S,F,hailey15@adventure-works.com,40000,West,West Covina,California,,24.49,42
Megan,1962-06-14,M,F,megan54@adventure-works.com,80000,South,El Cajon,California,,69.99,94
Jose,1962-12-11,S,M,jose37@adventure-works.com,80000,East,Downey,California,,69.99,11
Carmen,1962-09-09,S,F,carmen7@adventure-works.com,80000,South,Burien,Washington,,53.99,47
Jonathan,1962-05-13,M,M,jonathan3@adventure-works.com,80000,West,Walla Walla,Washington,,24.49,69
Gerald,1962-03-02,M,M,gerald40@adventure-works.com,80000,East,Burien,Washington,,4.99,72
Angel,1963-07-13,M,M,angel41@adventure-works.com,40000,East,Torrance,California,,4.99,42
Devin,1963-11-18,S,M,devin36@adventure-works.com,60000,South,Lincoln Acres,California,,24.49,65
Morgan,1963-11-26,S,F,morgan61@adventure-works.com,60000,West,Lebanon,Oregon,,34.99,17
Raul,1963-05-08,S,M,raul10@adventure-works.com,60000,South,Burbank,California,,4.99,63
Sara,1963-05-25,S,F,sara32@adventure-works.com,60000,East,Renton,Washington,,34.99,78
Spencer,1963-05-05,M,M,spencer3@adventure-works.com,60000,South,Spring Valley,California,,53.99,90
Tiffany,1976-03-09,M,F,tiffany6@adventure-works.com,50000,West,Burlingame,California,,8.99,12
Mandy,1976-09-12,S,F,mandy6@adventure-works.com,50000,East,Concord,California,,3.99,93
Gabrielle,1976-08-21,S,F,gabrielle50@adventure-works.com,50000,East,Victoria,British Columbia,,8.99,16
Morgan,1977-08-22,S,F,morgan45@adventure-works.com,40000,South,Shawnee,British Columbia,,4.99,53
Arianna,1977-06-24,M,F,arianna10@adventure-works.com,40000,West,Shawnee,British Columbia,,28.99,34
Madison,1977-07-09,S,F,madison14@adventure-works.com,40000,South,Burien,Washington,,49.99,76
Alexandria,1977-07-11,S,F,alexandria35@adventure-works.com,40000,East,Spokane,Washington,,4.99,26
Noah,1977-04-20,M,M,noah34@adventure-works.com,40000,South,Burbank,California,,2.29,53
Alexandra,1977-07-25,M,F,alexandra43@adventure-works.com,40000,West,La Jolla,California,,21.98,25
Ian,1976-10-24,S,M,ian2@adventure-works.com,50000,East,Newton,British Columbia,,49.99,6
Ian,1975-11-04,S,M,ian55@adventure-works.com,60000,East,Marysville,Washington,,1700.99,11
Grace,1975-08-02,M,F,grace16@adventure-works.com,60000,South,Long Beach,California,,8.99,57
Grace,1975-04-25,M,F,grace68@adventure-works.com,70000,West,Daly City,California,,4.99,98
Thomas,1975-04-24,M,M,thomas77@adventure-works.com,70000,South,Burbank,California,,2294.99,80
Timothy,1966-08-19,S,M,timothy18@adventure-works.com,10000,East,Saint-Denis,Seine Saint Denis,,21.98,13
Francis,1966-09-18,M,M,francis5@adventure-works.com,20000,South,Peterborough,England,,7.95,54
Dale,1966-08-21,S,M,dale15@adventure-works.com,20000,West,Watford,England,,742.35,96
Taylor,1966-10-26,M,F,taylor69@adventure-works.com,20000,East,Watford,England,,34.99,4
Alexa,1960-06-14,M,F,alexa3@adventure-works.com,70000,East,N. Vancouver,British Columbia,,2443.35,76
Katelyn,1969-11-15,M,F,katelyn9@adventure-works.com,90000,South,Langford,British Columbia,,8.99,52
Theresa,1969-10-21,M,F,theresa17@adventure-works.com,110000,West,Chula Vista,California,,4.99,71
Emma,1969-03-18,M,F,emma54@adventure-works.com,110000,South,Colma,California,,1700.99,6
Isabel,1968-08-02,S,F,isabel15@adventure-works.com,80000,East,Langley,British Columbia,,539.99,85
Xavier,1966-03-16,M,M,xavier24@adventure-works.com,40000,South,Lakewood,California,,8.99,65
Derrick,1966-04-16,M,M,derrick7@adventure-works.com,70000,West,Burlingame,California,,2319.99,54
Wyatt,1966-10-25,S,M,wyatt14@adventure-works.com,70000,East,Glendale,California,,1214.85,3
Ashley,1946-02-25,S,F,ashley2@adventure-works.com,50000,East,Colma,California,,34.99,66
Carlos,1946-10-09,M,M,carlos23@adventure-works.com,60000,South,Coronado,California,,539.99,13
Logan,1946-11-10,M,M,logan63@adventure-works.com,60000,West,Lemon Grove,California,,1120.49,41
Rafael,1946-04-04,M,M,rafael3@adventure-works.com,60000,South,Calgary,Alberta,,34.99,6
Morgan,1946-11-22,M,F,morgan39@adventure-works.com,70000,East,Beaverton,Oregon,,1120.49,5
Kaitlyn,1946-10-09,M,F,kaitlyn19@adventure-works.com,70000,South,Salem,Oregon,,34.99,71
Lucas,1947-03-24,M,M,lucas26@adventure-works.com,70000,West,Coronado,California,,2384.07,89
Allison,1947-11-24,M,F,allison33@adventure-works.com,80000,East,Santa Monica,California,,4.99,35
Elijah,1947-09-12,M,M,elijah26@adventure-works.com,80000,East,Kirkland,Washington,,8.99,39
Patricia,1948-02-22,M,F,patricia10@adventure-works.com,40000,South,Burien,Washington,,1120.49,16
Jennifer,1948-04-20,M,F,jennifer36@adventure-works.com,40000,West,Westminster,British Columbia,,34.99,16
Margaret,1948-10-18,M,F,margaret28@adventure-works.com,40000,South,Concord,California,,2319.99,13
Makayla,1948-08-16,S,F,makayla3@adventure-works.com,70000,East,Torrance,California,,9.99,90
Andrea,1948-08-25,M,F,andrea40@adventure-works.com,70000,South,Everett,Washington,,4.99,6
Madison,1949-09-11,M,F,madison4@adventure-works.com,40000,West,Redmond,Washington,,34.99,46
Nathan,1949-04-08,M,M,nathan54@adventure-works.com,40000,East,Newton,British Columbia,,49.99,67
Nathaniel,1949-08-15,M,M,nathaniel3@adventure-works.com,40000,East,Oregon City,Oregon,,8.99,77
Jesse,1949-05-26,M,M,jesse32@adventure-works.com,70000,South,Bellflower,California,,2319.99,29
Mariah,1950-06-13,M,F,mariah31@adventure-works.com,70000,West,Bellflower,California,,2443.35,89
Cole,1950-08-22,S,M,cole1@adventure-works.com,70000,South,Metchosin,British Columbia,,8.99,27
Michele,1950-04-15,S,F,michele54@adventure-works.com,70000,East,Concord,California,,4.99,34
Brandon,1950-08-11,M,M,brandon31@adventure-works.com,60000,South,Renton,Washington,,53.99,6
Sheena,1950-12-10,M,F,sheena2@adventure-works.com,60000,West,Chula Vista,California,,120.0,72
Sarah,1950-02-16,M,F,sarah35@adventure-works.com,60000,East,Portland,Oregon,,24.99,83
Alyssa,1950-06-21,M,F,alyssa27@adventure-works.com,60000,East,Beaverton,Oregon,,2.29,36
Brian,1951-06-22,M,M,brian11@adventure-works.com,70000,South,Torrance,California,,29.99,32
Sean,1951-04-23,S,M,sean14@adventure-works.com,70000,West,Newport Beach,California,,2.29,96
Daniel,1951-09-04,M,M,daniel5@adventure-works.com,70000,South,Kirkland,Washington,,21.98,61
Emily,1951-06-22,M,F,emily42@adventure-works.com,70000,East,Sooke,British Columbia,,54.99,88
Louis,1951-05-04,M,M,louis19@adventure-works.com,70000,South,Burien,Washington,,21.98,16
Maurice,1951-10-05,S,M,maurice21@adventure-works.com,70000,West,Concord,California,,34.99,10
Pedro,1951-02-23,M,M,pedro18@adventure-works.com,70000,East,Concord,California,,35.0,99
Jared,1951-06-22,M,M,jared18@adventure-works.com,60000,East,Lynnwood,Washington,,4.99,49
Blake,1952-08-16,S,M,blake14@adventure-works.com,40000,South,Beaverton,Oregon,,4.99,19
Kate,1952-10-19,S,F,kate16@adventure-works.com,40000,West,Burien,Washington,,8.99,22
Mackenzie,1952-10-05,S,F,mackenzie39@adventure-works.com,60000,South,Edmonds,Washington,,4.99,50
Tabitha,1952-05-11,S,F,tabitha16@adventure-works.com,60000,East,Chula Vista,California,,8.99,6
Alexis,1952-07-02,M,F,alexis23@adventure-works.com,60000,South,El Cajon,California,,69.99,31
Rebecca,1952-11-15,M,F,rebecca24@adventure-works.com,60000,West,Grossmont,California,,2.29,51
Spencer,1952-05-04,M,M,spencer4@adventure-works.com,60000,East,La Jolla,California,,3.99,46
Lauren,1952-06-25,M,F,lauren67@adventure-works.com,60000,East,National City,California,,32.6,91
James,1952-02-24,M,M,james37@adventure-works.com,60000,South,San Carlos,California,,2.29,74
Richard,1952-12-19,M,M,richard56@adventure-works.com,70000,West,San Gabriel,California,,1700.99,8
Cassidy,1953-06-13,M,F,cassidy15@adventure-works.com,60000,South,Victoria,British Columbia,,539.99,43
Kaylee,1953-08-24,M,F,kaylee36@adventure-works.com,60000,East,Oregon City,Oregon,,9.99,81
Alyssa,1953-09-15,M,F,alyssa42@adventure-works.com,60000,South,Downey,California,,4.99,5
Tristan,1953-01-22,S,M,tristan1@adventure-works.com,70000,West,San Gabriel,California,,53.99,32
Emma,1954-04-10,M,F,emma39@adventure-works.com,40000,East,Sooke,British Columbia,,2443.35,97
Kelvin,1954-09-25,M,M,kelvin33@adventure-works.com,60000,East,Bellingham,Washington,,8.99,66
Jade,1954-09-25,M,F,jade2@adventure-works.com,60000,South,Lebanon,Oregon,,4.99,26
Angel,1954-09-27,M,M,angel20@adventure-works.com,60000,West,Lebanon,Oregon,,2443.35,52
Heidi,1954-09-19,M,F,heidi14@adventure-works.com,60000,South,Concord,California,,4.99,63
Kaylee,1954-10-15,M,F,kaylee14@adventure-works.com,70000,East,Palo Alto,California,,8.99,29
Lucas,1954-04-20,M,M,lucas5@adventure-works.com,80000,South,Spring Valley,California,,34.99,78
Emily,1955-09-22,M,F,emily11@adventure-works.com,40000,West,Cliffside,British Columbia,,769.49,32
Brooke,1955-08-11,M,F,brooke19@adventure-works.com,60000,East,Port Orchard,Washington,,49.99,40
Lucas,1955-04-18,M,M,lucas67@adventure-works.com,60000,East,Renton,Washington,,4.99,56
Kelvin,1955-02-03,S,M,kelvin0@adventure-works.com,60000,South,Burbank,California,,2.29,20
Amanda,1955-11-02,M,F,amanda50@adventure-works.com,60000,West,Colma,California,,3.99,50
Amanda,1955-02-20,M,F,amanda57@adventure-works.com,60000,South,Downey,California,,24.99,82
Sydney,1955-10-05,M,F,sydney77@adventure-works.com,60000,East,Lakewood,California,,34.99,21
Justin,1955-12-18,M,M,justin37@adventure-works.com,70000,South,Spring Valley,California,,28.99,17
Olivia,1956-02-12,M,F,olivia2@adventure-works.com,70000,West,Colma,California,,4.99,90
Adrian,1956-01-05,M,M,adrian16@adventure-works.com,60000,East,Seattle,Washington,,24.49,79
Dalton,1956-09-02,M,M,dalton4@adventure-works.com,60000,East,Shawnee,British Columbia,,4.99,52
Noah,1956-03-24,M,M,noah28@adventure-works.com,60000,South,W. Linn,Oregon,,29.99,75
Gabrielle,1956-05-05,S,F,gabrielle57@adventure-works.com,60000,West,Shawnee,British Columbia,,34.99,51
Jackson,1962-07-20,S,M,jackson34@adventure-works.com,130000,South,Saarlouis,Saarland,,4.99,93
Jerome,1962-04-09,M,M,jerome17@adventure-works.com,160000,East,Watford,England,,29.99,39
Willie,1961-10-24,M,M,willie35@adventure-works.com,110000,South,Orly,Val de Marne,,21.98,52
Chloe,1961-11-02,M,F,chloe57@adventure-works.com,110000,West,Tremblay-en-France,Seine Saint Denis,,8.99,95
Priscilla,1961-06-11,M,F,priscilla17@adventure-works.com,110000,East,Villeneuve-d'Ascq,Nord,,9.99,68
Clayton,1961-05-22,S,M,clayton24@adventure-works.com,120000,East,Bonn,Hamburg,,69.99,87
Gregory,1961-02-26,S,M,gregory11@adventure-works.com,170000,South,York,England,,4.99,54
Lacey,1960-03-09,S,F,lacey36@adventure-works.com,120000,West,Berlin,Hessen,,2.29,12
Warren,1960-07-03,M,M,warren36@adventure-works.com,150000,South,London,England,,4.99,4
Randy,1959-11-19,M,M,randy10@adventure-works.com,110000,East,Berlin,Hamburg,,21.98,56
Abigail,1959-07-10,M,F,abigail45@adventure-works.com,120000,South,Ingolstadt,Bayern,,120.0,73
Mallory,1959-01-07,M,F,mallory18@adventure-works.com,130000,West,Neunkirchen,Saarland,,4.99,71
Megan,1959-02-02,S,F,megan65@adventure-works.com,130000,East,Paderborn,Nordrhein-Westfalen,,35.0,92
Carolyn,1959-01-18,M,F,carolyn10@adventure-works.com,170000,East,W. York,England,,34.99,76
Briana,1959-10-17,M,F,briana8@adventure-works.com,170000,South,Warrington,England,,21.98,91
Yolanda,1958-09-03,M,F,yolanda21@adventure-works.com,80000,West,Roubaix,Nord,,34.99,68
Pedro,1948-04-27,M,M,pedro34@adventure-works.com,80000,South,Roncq,Nord,,32.6,58
Terrance,1948-06-19,S,M,terrance16@adventure-works.com,90000,East,Duesseldorf,Hessen,,3.99,87
Jillian,1948-08-07,M,F,jillian14@adventure-works.com,90000,South,Hof,Bayern,,8.99,91
Susan,1948-04-22,M,F,susan23@adventure-works.com,120000,West,Saarlouis,Saarland,,4.99,33
Kristi,1948-07-11,M,F,kristi29@adventure-works.com,120000,East,Werne,Nordrhein-Westfalen,,53.99,44
Megan,1949-07-24,M,F,megan66@adventure-works.com,80000,East,Frankfurt,Hessen,,3.99,3
Gerald,1949-09-02,M,M,gerald10@adventure-works.com,90000,South,Poing,Saarland,,54.99,85
Billy,1949-10-20,M,M,billy4@adventure-works.com,110000,West,Kirkby,England,,24.99,41
Stacey,1949-11-09,M,F,stacey17@adventure-works.com,130000,South,Maidenhead,England,,4.99,4
Lindsay,1949-06-12,M,F,lindsay18@adventure-works.com,160000,East,York,England,,2.29,17
Neil,1950-11-14,M,M,neil9@adventure-works.com,100000,South,Hamburg,Hamburg,,24.99,64
Erica,1950-10-03,S,F,erica17@adventure-works.com,110000,West,Leipzig,Nordrhein-Westfalen,,24.49,59
James,1958-04-07,M,M,james25@adventure-works.com,80000,East,Hof,Bayern,,29.99,12
Cameron,1958-05-03,M,M,cameron46@adventure-works.com,100000,East,Metz,Moselle,,4.99,82
Kevin,1958-11-09,M,M,kevin13@adventure-works.com,110000,South,Ingolstadt,Bayern,,28.99,4
Dominic,1958-05-26,S,M,dominic7@adventure-works.com,130000,West,London,England,,8.99,68
Jerry,1957-01-27,M,M,jerry15@adventure-works.com,130000,South,London,England,,34.99,21
Todd,1956-01-13,M,M,todd4@adventure-works.com,80000,East,Saint Ouen,Somme,,35.0,62
Bruce,1955-09-14,M,M,bruce12@adventure-works.com,80000,South,Paris,Seine (Paris),,4.99,62
Stuart,1955-09-07,M,M,stuart3@adventure-works.com,90000,West,Frankfurt,Hessen,,35.0,98
Eduardo,1955-08-02,M,M,eduardo1@adventure-works.com,90000,East,Kassel,Hessen,,21.98,95
Stacy,1955-01-18,M,F,stacy11@adventure-works.com,100000,East,Saarlouis,Saarland,,63.5,84
Theresa,1955-03-21,M,F,theresa16@adventure-works.com,130000,South,London,England,,21.98,16
Paula,1955-08-12,M,F,paula3@adventure-works.com,170000,West,Woolston,England,,21.98,85
Emmanuel,1954-05-11,M,M,emmanuel18@adventure-works.com,120000,South,Lancaster,England,,49.99,26
Jay,1954-01-20,S,M,jay42@adventure-works.com,150000,East,London,England,,8.99,9
Curtis,1953-08-15,S,M,curtis7@adventure-works.com,160000,South,London,England,,1700.99,42
Monica,1952-08-16,S,F,monica1@adventure-works.com,70000,West,Colombes,Hauts de Seine,,53.99,68
Jacquelyn,1952-01-11,M,F,jacquelyn14@adventure-works.com,80000,East,Les Ulis,Essonne,,8.99,99
Kari,1952-10-26,M,F,kari29@adventure-works.com,90000,East,Paris,Seine (Paris),,769.49,8
Michele,1952-09-04,M,F,michele24@adventure-works.com,90000,South,Roissy en Brie,Seine et Marne,,29.99,87
Shawna,1952-08-22,S,F,shawna21@adventure-works.com,90000,West,München,Hessen,,4.99,66
Martin,1952-10-22,S,M,martin21@adventure-works.com,100000,South,Billericay,England,,34.99,25
Kathryn,1952-11-22,M,F,kathryn11@adventure-works.com,130000,East,London,England,,2294.99,27
Shannon,1951-02-21,M,F,shannon13@adventure-works.com,80000,South,Cergy,Val d'Oise,,35.0,10
Michael,1951-11-14,M,M,michael23@adventure-works.com,90000,West,Saint-Denis,Seine Saint Denis,,2294.99,53
Aimee,1951-02-03,M,F,aimee11@adventure-works.com,100000,East,Berlin,Nordrhein-Westfalen,,21.98,62
Tina,1951-10-10,M,F,tina11@adventure-works.com,100000,East,Bonn,Nordrhein-Westfalen,,2384.07,26
Jenny,1951-09-04,M,F,jenny44@adventure-works.com,130000,South,Runcorn,England,,34.99,28
Devin,1980-11-05,S,M,devin29@adventure-works.com,60000,West,Cranbourne,Victoria,,2443.35,94
Alisha,1979-12-01,S,F,alisha33@adventure-works.com,60000,South,Silverwater,New South Wales,,742.35,81
Kellie,1979-08-03,M,F,kellie8@adventure-works.com,70000,East,Lane Cove,New South Wales,,8.99,12
Brandi,1980-05-22,M,F,brandi18@adventure-works.com,70000,South,Port Macquarie,New South Wales,,2319.99,33
Cedric,1980-08-17,S,M,cedric35@adventure-works.com,70000,West,Silverwater,New South Wales,,2.29,61
Philip,1980-04-26,S,M,philip20@adventure-works.com,70000,East,Newcastle,New South Wales,,2319.99,83
Clarence,1980-08-13,S,M,clarence19@adventure-works.com,80000,East,Coffs Harbour,New South Wales,,35.0,3
Bryant,1980-04-25,M,M,bryant10@adventure-works.com,80000,South,Newcastle,New South Wales,,4.99,5
Louis,1978-10-09,S,M,louis10@adventure-works.com,70000,West,Cranbourne,Victoria,,34.99,90
Marc,1978-08-20,M,M,marc4@adventure-works.com,70000,South,Cranbourne,Victoria,,539.99,37
Nicole,1979-10-16,S,F,nicole21@adventure-works.com,80000,East,Caloundra,Queensland,,8.99,83
Jay,1979-09-23,S,M,jay47@adventure-works.com,90000,South,Gold Coast,Queensland,,4.99,72
Patricia,1978-03-07,S,F,patricia6@adventure-works.com,70000,West,Sunbury,Victoria,,539.99,88
Tabitha,1977-07-08,M,F,tabitha31@adventure-works.com,80000,East,Sydney,New South Wales,,8.99,18
